id_pedido,id_cliente,data_compra,sku_produto,produto_nome,categoria,peso_gramas,quantidade,custo_unitario,valor_unitario_venda,cupom_desconto,percentual_desconto
PED-1198,61,2025-06-07 11:03:24,HW-007,Placa-Mãe B550,Hardware,2576,3,896.52,1064.07,,0.0
PED-1199,180,2025-06-07 16:36:46,HW-008,Gabinete Gamer RGB,Hardware,4835,3,409.76,882.29,PROMO10,0.1
PED-1200,156,2025-06-08 08:59:09,HW-003,Placa de Vídeo RTX 4060,Hardware,2484,2,2180.58,3027.96,PROMO10,0.1
PED-1201,2,2025-06-08 11:58:04,AC-002,Teclado Mecânico RGB,Acessórios,726,3,106.91,154.4,,0.0
PED-1202,43,2025-06-08 14:14:40,HW-007,Placa-Mãe B550,Hardware,2378,1,786.11,1098.06,,0.0
PED-1203,101,2025-06-08 14:43:54,SW-003,Adobe Creative Cloud,Software,0,1,191.4,390.13,OFF20,0.2
PED-1204,110,2025-06-08 23:18:33,AC-001,Mouse Wireless Ergonômico,Acessórios,259,2,67.66,81.93,,0.0
PED-1205,11,2025-06-09 14:28:31,AC-002,Teclado Mecânico RGB,Acessórios,718,3,140.01,249.6,,0.0
PED-1206,149,2025-06-09 14:43:24,AC-006,Mousepad XL Gamer,Acessórios,594,2,47.3,92.25,OFF20,0.2
PED-1207,150,2025-06-09 19:48:37,AC-001,Mouse Wireless Ergonômico,Acessórios,338,2,33.07,84.28,,0.0
PED-1208,197,2025-06-09 20:46:36,HW-001,Monitor 24pol IPS,Hardware,4585,2,776.64,1940.95,PROMO10,0.1
PED-1209,59,2025-06-10 00:44:29,LIC-002,Licença VPN NordVPN,Licenças,0,3,66.2,129.92,,0.0
PED-1210,196,2025-06-10 02:34:14,SW-003,Adobe Creative Cloud,Software,0,3,262.67,720.13,,0.0
PED-1211,154,2025-06-10 09:00:05,AC-003,Headset Gamer 7.1,Acessórios,423,2,130.81,201.22,PROMO10,0.1
PED-1212,10,2025-06-10 11:29:00,LIC-001,Licença Antivírus Kaspersky,Licenças,0,2,57.22,112.9,OFF20,0.2
PED-1213,14,2025-06-10 18:40:05,AC-006,Mousepad XL Gamer,Acessórios,519,3,35.39,45.31,,0.0
PED-1214,84,2025-06-12 08:12:31,AC-007,Cabo HDMI 2.1 3m,Acessórios,297,1,36.09,117.08,,0.0
PED-1215,75,2025-06-12 12:01:12,LIC-002,Licença VPN NordVPN,Licenças,0,3,99.14,118.57,,0.0
PED-1216,77,2025-06-12 14:40:17,LIC-003,Licença Cloud 1TB,Licenças,0,3,107.09,214.46,,0.0
PED-1217,160,2025-06-12 19:35:18,HW-003,Placa de Vídeo RTX 4060,Hardware,2251,1,1927.67,3888.08,,0.0
PED-1218,54,2025-06-12 22:44:48,AC-001,Mouse Wireless Ergonômico,Acessórios,292,3,70.7,113.21,,0.0
PED-1219,37,2025-06-13 12:31:22,SW-001,Windows 11 Pro,Software,0,2,421.57,782.61,,0.0
PED-1220,165,2025-06-13 12:54:42,HW-007,Placa-Mãe B550,Hardware,2429,2,456.82,846.39,PROMO10,0.1
PED-1221,185,2025-06-13 16:26:11,LIC-001,Licença Antivírus Kaspersky,Licenças,0,2,34.89,43.43,PROMO10,0.1
PED-1222,169,2025-06-14 14:34:15,SW-001,Windows 11 Pro,Software,0,1,436.74,782.5,,0.0
PED-1223,200,2025-06-14 18:30:35,HW-002,Notebook Gamer i7,Hardware,2920,2,2976.91,4377.74,,0.0
PED-1224,90,2025-06-15 05:36:36,HW-004,SSD NVMe 1TB,Hardware,2072,2,337.32,482.89,,0.0
PED-1225,1,2025-06-15 16:57:05,LIC-001,Licença Antivírus Kaspersky,Licenças,0,2,22.45,45.02,,0.0
PED-1226,198,2025-06-16 19:35:01,HW-003,Placa de Vídeo RTX 4060,Hardware,2493,1,1577.92,3728.64,,0.0
PED-1227,46,2025-06-16 22:21:28,AC-006,Mousepad XL Gamer,Acessórios,340,3,44.04,69.61,,0.0
PED-1228,168,2025-06-16 22:30:51,AC-002,Teclado Mecânico RGB,Acessórios,676,2,166.34,278.15,,0.0
PED-1229,60,2025-06-17 08:03:31,AC-005,Hub USB-C 7 Portas,Acessórios,236,3,43.64,72.77,PROMO10,0.1
PED-1230,199,2025-06-17 13:59:28,AC-001,Mouse Wireless Ergonômico,Acessórios,308,1,32.0,122.95,,0.0
PED-1231,102,2025-06-17 22:11:45,AC-006,Mousepad XL Gamer,Acessórios,570,3,33.93,83.95,OFF20,0.2
PED-1232,107,2025-06-18 21:00:32,HW-003,Placa de Vídeo RTX 4060,Hardware,2137,2,1786.33,2473.92,,0.0
PED-1233,161,2025-06-19 16:09:31,SW-003,Adobe Creative Cloud,Software,0,1,275.92,478.46,OFF20,0.2
PED-1234,129,2025-06-20 00:47:43,SW-002,Microsoft Office 365,Software,0,2,309.13,572.66,,0.0
PED-1235,107,2025-06-20 09:42:55,HW-004,SSD NVMe 1TB,Hardware,2062,2,286.94,455.42,,0.0
PED-1236,151,2025-06-20 18:58:54,HW-001,Monitor 24pol IPS,Hardware,3992,2,913.14,1331.49,OFF20,0.2
PED-1237,91,2025-06-21 17:47:03,AC-007,Cabo HDMI 2.1 3m,Acessórios,249,1,43.01,111.74,,0.0
PED-1238,50,2025-06-21 22:11:51,HW-004,SSD NVMe 1TB,Hardware,2059,3,399.98,604.2,,0.0
PED-1239,84,2025-06-21 22:31:21,HW-004,SSD NVMe 1TB,Hardware,2033,2,288.46,668.05,PROMO10,0.1
PED-1240,39,2025-06-21 23:20:42,SW-002,Microsoft Office 365,Software,0,3,163.05,339.61,,0.0
PED-1241,155,2025-06-23 06:58:53,AC-007,Cabo HDMI 2.1 3m,Acessórios,292,1,53.78,96.77,,0.0
PED-1242,159,2025-06-23 08:01:30,HW-003,Placa de Vídeo RTX 4060,Hardware,2004,1,2244.36,3584.93,,0.0
PED-1243,24,2025-06-23 14:14:21,HW-003,Placa de Vídeo RTX 4060,Hardware,2577,2,1818.56,2720.53,,0.0
PED-1244,121,2025-06-24 11:31:52,HW-002,Notebook Gamer i7,Hardware,2906,3,2775.97,4333.69,PROMO10,0.1
PED-1245,122,2025-06-24 14:00:24,HW-006,Fonte 750W Modular,Hardware,2608,2,438.9,546.74,PROMO10,0.1
PED-1246,155,2025-06-25 08:41:29,HW-004,SSD NVMe 1TB,Hardware,2094,3,333.1,384.34,,0.0
PED-1247,79,2025-06-25 15:58:10,HW-003,Placa de Vídeo RTX 4060,Hardware,2380,1,1537.05,2609.06,OFF20,0.2
PED-1248,68,2025-06-25 20:29:00,HW-007,Placa-Mãe B550,Hardware,2228,1,843.78,1212.94,OFF20,0.2
PED-1249,2,2025-06-26 19:21:45,HW-006,Fonte 750W Modular,Hardware,3016,3,352.64,723.81,,0.0
PED-1250,78,2025-06-27 02:44:11,HW-003,Placa de Vídeo RTX 4060,Hardware,2735,1,2114.01,3390.52,,0.0
PED-1251,38,2025-06-27 14:07:50,LIC-003,Licença Cloud 1TB,Licenças,0,1,53.63,126.7,OFF20,0.2
PED-1252,154,2025-06-28 02:11:23,AC-004,Webcam Full HD,Acessórios,262,3,105.86,152.87,,0.0
PED-1253,9,2025-06-28 04:55:53,LIC-001,Licença Antivírus Kaspersky,Licenças,0,2,56.76,140.66,,0.0
PED-1254,199,2025-06-28 12:30:38,HW-007,Placa-Mãe B550,Hardware,2619,1,784.46,926.33,PROMO10,0.1
PED-1255,134,2025-06-28 16:58:36,AC-007,Cabo HDMI 2.1 3m,Acessórios,209,1,30.92,62.98,,0.0
PED-1256,90,2025-06-28 17:09:55,HW-002,Notebook Gamer i7,Hardware,2581,1,2110.89,4329.12,,0.0
PED-1257,79,2025-06-29 04:31:21,AC-002,Teclado Mecânico RGB,Acessórios,696,1,173.87,331.68,,0.0
PED-1258,99,2025-06-29 04:53:39,HW-006,Fonte 750W Modular,Hardware,3288,1,351.69,621.14,,0.0
PED-1259,51,2025-06-29 16:26:01,SW-003,Adobe Creative Cloud,Software,0,3,275.42,625.95,,0.0
PED-1260,8,2025-06-29 18:54:49,LIC-001,Licença Antivírus Kaspersky,Licenças,0,1,51.23,141.91,,0.0
PED-1261,164,2025-06-30 05:53:55,HW-002,Notebook Gamer i7,Hardware,2414,3,2812.69,4850.07,,0.0
PED-1262,97,2025-06-30 13:18:42,HW-006,Fonte 750W Modular,Hardware,2987,3,551.79,949.47,OFF20,0.2
PED-1263,189,2025-07-01 02:19:52,AC-007,Cabo HDMI 2.1 3m,Acessórios,207,1,31.7,47.61,,0.0
PED-1264,14,2025-07-01 17:06:14,SW-001,Windows 11 Pro,Software,0,2,272.36,439.74,,0.0
PED-1265,69,2025-07-01 19:47:04,AC-003,Headset Gamer 7.1,Acessórios,462,2,115.53,186.86,PROMO10,0.1
PED-1266,52,2025-07-02 00:31:26,HW-004,SSD NVMe 1TB,Hardware,2016,3,204.97,505.47,,0.0
PED-1267,18,2025-07-02 07:30:43,SW-002,Microsoft Office 365,Software,0,1,299.9,384.25,,0.0
PED-1268,26,2025-07-02 08:25:49,LIC-003,Licença Cloud 1TB,Licenças,0,1,105.91,243.58,PROMO10,0.1
PED-1269,200,2025-07-02 13:00:42,LIC-003,Licença Cloud 1TB,Licenças,0,3,26.46,153.18,,0.0
PED-1270,21,2025-07-02 16:28:04,LIC-001,Licença Antivírus Kaspersky,Licenças,0,1,48.51,81.95,,0.0
PED-1271,128,2025-07-03 00:15:51,HW-002,Notebook Gamer i7,Hardware,2943,2,2473.56,4552.16,,0.0
PED-1272,83,2025-07-03 05:02:00,HW-001,Monitor 24pol IPS,Hardware,4566,2,542.05,876.38,OFF20,0.2
PED-1273,110,2025-07-03 06:49:34,LIC-002,Licença VPN NordVPN,Licenças,0,2,30.86,74.19,,0.0
PED-1274,37,2025-07-03 10:55:12,AC-007,Cabo HDMI 2.1 3m,Acessórios,203,3,52.03,72.03,,0.0
PED-1275,161,2025-07-03 19:01:56,HW-006,Fonte 750W Modular,Hardware,3164,2,357.93,766.1,,0.0
PED-1276,44,2025-07-04 03:37:03,AC-002,Teclado Mecânico RGB,Acessórios,797,2,183.57,315.75,,0.0
PED-1277,74,2025-07-04 13:10:52,AC-001,Mouse Wireless Ergonômico,Acessórios,341,3,52.54,137.82,,0.0
PED-1278,187,2025-07-04 21:27:45,LIC-002,Licença VPN NordVPN,Licenças,0,3,43.44,188.54,,0.0
PED-1279,97,2025-07-05 06:45:42,HW-007,Placa-Mãe B550,Hardware,2639,3,470.28,1316.05,PROMO10,0.1
PED-1280,26,2025-07-05 10:07:41,HW-005,Processador Ryzen 7,Hardware,2122,1,1412.22,1757.2,OFF20,0.2
PED-1281,73,2025-07-06 04:30:36,SW-003,Adobe Creative Cloud,Software,0,1,340.24,402.68,,0.0
PED-1282,44,2025-07-06 08:41:02,HW-003,Placa de Vídeo RTX 4060,Hardware,2151,1,2195.77,3623.55,,0.0
PED-1283,67,2025-07-06 10:55:06,HW-002,Notebook Gamer i7,Hardware,2995,3,2474.79,3819.87,,0.0
PED-1284,154,2025-07-06 13:34:21,SW-004,AutoCAD 2024,Software,0,2,486.06,688.86,,0.0
PED-1285,168,2025-07-06 14:04:49,SW-002,Microsoft Office 365,Software,0,1,172.6,479.93,,0.0
PED-1286,142,2025-07-06 14:20:29,SW-001,Windows 11 Pro,Software,0,2,292.15,453.4,,0.0
PED-1287,164,2025-07-06 21:47:24,AC-004,Webcam Full HD,Acessórios,283,2,59.37,173.37,,0.0
PED-1288,46,2025-07-07 06:25:25,LIC-001,Licença Antivírus Kaspersky,Licenças,0,2,36.59,91.28,OFF20,0.2
PED-1289,186,2025-07-08 07:11:18,LIC-002,Licença VPN NordVPN,Licenças,0,1,31.33,175.41,PROMO10,0.1
PED-1290,125,2025-07-08 08:06:30,AC-004,Webcam Full HD,Acessórios,225,3,74.57,127.73,,0.0
PED-1291,85,2025-07-08 21:09:12,HW-006,Fonte 750W Modular,Hardware,3204,3,468.21,617.89,,0.0
PED-1292,177,2025-07-09 06:42:40,AC-006,Mousepad XL Gamer,Acessórios,561,3,37.96,63.88,,0.0
PED-1293,58,2025-07-09 11:07:21,HW-002,Notebook Gamer i7,Hardware,2326,2,2748.38,4834.67,,0.0
PED-1294,16,2025-07-09 16:55:27,LIC-003,Licença Cloud 1TB,Licenças,0,1,119.9,202.7,,0.0
PED-1295,119,2025-07-09 20:39:14,SW-004,AutoCAD 2024,Software,0,1,319.52,740.2,,0.0
PED-1296,32,2025-07-09 23:18:24,LIC-004,Licença Backup Acronis,Licenças,0,1,225.01,480.75,,0.0
PED-1297,154,2025-07-10 00:35:00,LIC-003,Licença Cloud 1TB,Licenças,0,2,114.22,163.93,PROMO10,0.1
PED-1298,197,2025-07-10 00:50:44,HW-008,Gabinete Gamer RGB,Hardware,4768,1,276.62,656.41,,0.0
PED-1299,109,2025-07-10 08:00:08,SW-001,Windows 11 Pro,Software,0,2,480.61,690.5,,0.0
PED-1300,152,2025-07-10 14:01:49,HW-006,Fonte 750W Modular,Hardware,2538,2,358.33,575.31,,0.0
PED-1301,119,2025-07-10 16:57:40,AC-006,Mousepad XL Gamer,Acessórios,501,3,16.76,89.58,OFF20,0.2
PED-1302,168,2025-07-10 19:04:23,AC-007,Cabo HDMI 2.1 3m,Acessórios,215,1,27.06,79.22,PROMO10,0.1
PED-1303,111,2025-07-10 20:19:07,HW-007,Placa-Mãe B550,Hardware,2130,2,761.04,1113.38,PROMO10,0.1
PED-1304,103,2025-07-11 18:02:12,HW-008,Gabinete Gamer RGB,Hardware,4194,3,211.37,706.01,PROMO10,0.1
PED-1305,112,2025-07-11 20:18:36,HW-005,Processador Ryzen 7,Hardware,2015,2,1199.98,2161.0,,0.0
PED-1306,33,2025-07-11 22:16:22,AC-007,Cabo HDMI 2.1 3m,Acessórios,287,2,29.26,100.19,OFF20,0.2
PED-1307,169,2025-07-12 01:23:31,LIC-002,Licença VPN NordVPN,Licenças,0,3,90.75,184.15,,0.0
PED-1308,136,2025-07-12 03:36:27,HW-001,Monitor 24pol IPS,Hardware,3798,3,662.24,1203.87,,0.0
PED-1309,195,2025-07-12 04:24:28,AC-001,Mouse Wireless Ergonômico,Acessórios,232,3,79.23,118.45,,0.0
PED-1310,22,2025-07-12 06:59:31,SW-001,Windows 11 Pro,Software,0,1,493.84,714.49,,0.0
PED-1311,166,2025-07-12 16:06:24,HW-007,Placa-Mãe B550,Hardware,2255,2,762.32,1377.09,PROMO10,0.1
PED-1312,12,2025-07-13 01:54:02,HW-008,Gabinete Gamer RGB,Hardware,4278,2,207.35,484.15,,0.0
PED-1313,187,2025-07-14 08:23:38,SW-004,AutoCAD 2024,Software,0,1,301.08,566.33,PROMO10,0.1
PED-1314,179,2025-07-15 10:32:03,LIC-004,Licença Backup Acronis,Licenças,0,1,116.99,200.2,OFF20,0.2
PED-1315,194,2025-07-15 11:17:45,AC-004,Webcam Full HD,Acessórios,207,1,77.78,96.0,,0.0
PED-1316,80,2025-07-15 19:47:56,SW-004,AutoCAD 2024,Software,0,3,384.4,778.32,OFF20,0.2
PED-1317,110,2025-07-15 22:47:25,AC-006,Mousepad XL Gamer,Acessórios,454,2,48.07,74.3,,0.0
PED-1318,40,2025-07-16 06:17:24,AC-001,Mouse Wireless Ergonômico,Acessórios,266,1,37.52,122.49,,0.0
PED-1319,46,2025-07-17 12:15:48,AC-007,Cabo HDMI 2.1 3m,Acessórios,221,3,54.69,74.16,OFF20,0.2
PED-1320,40,2025-07-17 23:11:54,LIC-002,Licença VPN NordVPN,Licenças,0,2,89.48,171.29,,0.0
PED-1321,43,2025-07-18 00:23:15,HW-005,Processador Ryzen 7,Hardware,2020,1,810.43,2415.28,,0.0
PED-1322,120,2025-07-19 05:59:23,AC-005,Hub USB-C 7 Portas,Acessórios,260,2,67.7,119.81,,0.0
PED-1323,137,2025-07-19 14:41:22,LIC-003,Licença Cloud 1TB,Licenças,0,1,100.9,150.82,,0.0
PED-1324,173,2025-07-19 22:21:27,AC-007,Cabo HDMI 2.1 3m,Acessórios,260,3,45.7,90.97,PROMO10,0.1
PED-1325,105,2025-07-20 06:29:52,AC-005,Hub USB-C 7 Portas,Acessórios,269,2,76.12,135.33,PROMO10,0.1
PED-1326,49,2025-07-20 21:59:08,HW-002,Notebook Gamer i7,Hardware,2489,1,2319.36,4356.67,,0.0
PED-1327,41,2025-07-20 23:52:18,AC-003,Headset Gamer 7.1,Acessórios,479,2,74.42,108.77,,0.0
PED-1328,1,2025-07-21 01:45:31,HW-002,Notebook Gamer i7,Hardware,2448,2,2981.45,4056.15,OFF20,0.2
PED-1329,33,2025-07-21 17:45:59,HW-004,SSD NVMe 1TB,Hardware,2049,1,286.7,551.45,,0.0
PED-1330,127,2025-07-22 00:33:39,HW-006,Fonte 750W Modular,Hardware,2810,3,303.29,987.5,,0.0
PED-1331,96,2025-07-22 03:56:40,AC-003,Headset Gamer 7.1,Acessórios,313,2,126.27,209.86,,0.0
PED-1332,117,2025-07-22 07:06:10,LIC-003,Licença Cloud 1TB,Licenças,0,1,83.35,129.19,,0.0
PED-1333,180,2025-07-23 00:32:05,AC-003,Headset Gamer 7.1,Acessórios,448,1,85.67,234.03,OFF20,0.2
PED-1334,83,2025-07-23 02:15:00,LIC-002,Licença VPN NordVPN,Licenças,0,1,58.34,78.89,PROMO10,0.1
PED-1335,112,2025-07-23 02:37:15,HW-006,Fonte 750W Modular,Hardware,3032,3,429.35,894.31,,0.0
PED-1336,21,2025-07-23 08:05:59,AC-005,Hub USB-C 7 Portas,Acessórios,247,3,66.3,112.48,,0.0
PED-1337,146,2025-07-23 08:07:41,HW-005,Processador Ryzen 7,Hardware,2056,3,1323.35,1563.42,,0.0
PED-1338,180,2025-07-23 19:28:18,AC-005,Hub USB-C 7 Portas,Acessórios,232,1,46.93,91.38,OFF20,0.2
PED-1339,47,2025-07-23 20:21:30,HW-005,Processador Ryzen 7,Hardware,2008,2,886.09,2085.59,,0.0
PED-1340,127,2025-07-23 22:38:02,AC-001,Mouse Wireless Ergonômico,Acessórios,228,2,70.7,132.97,,0.0
PED-1341,20,2025-07-24 13:50:52,AC-005,Hub USB-C 7 Portas,Acessórios,235,1,57.62,75.07,,0.0
PED-1342,16,2025-07-24 18:03:06,HW-004,SSD NVMe 1TB,Hardware,2092,3,266.36,562.71,PROMO10,0.1
PED-1343,19,2025-07-24 18:31:38,AC-001,Mouse Wireless Ergonômico,Acessórios,266,1,44.98,147.6,OFF20,0.2
PED-1344,43,2025-07-25 10:25:35,HW-005,Processador Ryzen 7,Hardware,2019,1,1247.64,1566.5,PROMO10,0.1
PED-1345,98,2025-07-25 17:03:34,AC-006,Mousepad XL Gamer,Acessórios,521,1,27.43,41.13,,0.0
PED-1346,68,2025-07-25 23:56:29,SW-003,Adobe Creative Cloud,Software,0,2,364.28,747.07,OFF20,0.2
PED-1347,24,2025-07-26 20:15:38,AC-005,Hub USB-C 7 Portas,Acessórios,239,1,41.64,120.34,OFF20,0.2
PED-1348,106,2025-07-26 21:54:34,SW-002,Microsoft Office 365,Software,0,1,312.54,513.93,,0.0
PED-1349,13,2025-07-27 02:17:07,AC-005,Hub USB-C 7 Portas,Acessórios,294,2,36.95,94.33,PROMO10,0.1
PED-1350,147,2025-07-27 03:51:22,SW-004,AutoCAD 2024,Software,0,2,495.95,602.96,PROMO10,0.1
PED-1351,57,2025-07-27 05:50:48,AC-005,Hub USB-C 7 Portas,Acessórios,263,1,34.49,105.12,,0.0
PED-1352,181,2025-07-27 21:46:28,LIC-001,Licença Antivírus Kaspersky,Licenças,0,2,22.86,144.74,OFF20,0.2
PED-1353,149,2025-07-28 05:48:33,LIC-002,Licença VPN NordVPN,Licenças,0,2,52.15,155.23,,0.0
PED-1354,120,2025-07-28 10:52:17,AC-003,Headset Gamer 7.1,Acessórios,316,1,138.8,249.72,,0.0
PED-1355,66,2025-07-29 06:01:43,AC-005,Hub USB-C 7 Portas,Acessórios,286,1,50.02,148.67,,0.0
PED-1356,104,2025-07-29 12:15:28,HW-006,Fonte 750W Modular,Hardware,2985,2,424.86,856.8,OFF20,0.2
PED-1357,181,2025-07-29 19:53:03,AC-003,Headset Gamer 7.1,Acessórios,301,1,66.19,261.04,OFF20,0.2
PED-1358,65,2025-07-30 00:16:07,HW-007,Placa-Mãe B550,Hardware,2668,3,862.83,1143.94,,0.0
PED-1359,63,2025-07-30 02:12:54,HW-005,Processador Ryzen 7,Hardware,2071,1,949.53,2484.43,OFF20,0.2
PED-1360,49,2025-07-30 04:49:28,AC-002,Teclado Mecânico RGB,Acessórios,643,1,98.23,154.76,OFF20,0.2
PED-1361,113,2025-07-30 04:51:39,SW-003,Adobe Creative Cloud,Software,0,3,442.06,613.8,PROMO10,0.1
PED-1362,112,2025-07-30 08:17:11,AC-003,Headset Gamer 7.1,Acessórios,412,3,145.46,241.79,OFF20,0.2
PED-1363,182,2025-07-30 10:05:45,LIC-001,Licença Antivírus Kaspersky,Licenças,0,1,24.68,128.39,,0.0
PED-1364,182,2025-07-30 14:51:51,AC-007,Cabo HDMI 2.1 3m,Acessórios,243,3,55.67,113.06,,0.0
PED-1365,167,2025-07-30 19:01:40,HW-005,Processador Ryzen 7,Hardware,2095,2,1055.51,1234.06,OFF20,0.2
PED-1366,179,2025-07-31 04:07:05,HW-005,Processador Ryzen 7,Hardware,2165,2,1370.03,1720.37,,0.0
PED-1367,135,2025-07-31 14:46:41,AC-001,Mouse Wireless Ergonômico,Acessórios,310,3,42.52,106.4,,0.0
PED-1368,65,2025-07-31 19:26:01,AC-004,Webcam Full HD,Acessórios,349,1,62.04,201.28,OFF20,0.2
PED-1369,64,2025-08-01 02:32:52,AC-004,Webcam Full HD,Acessórios,284,3,47.3,116.89,PROMO10,0.1
PED-1370,46,2025-08-01 19:57:30,SW-004,AutoCAD 2024,Software,0,3,363.02,579.33,,0.0
PED-1371,139,2025-08-02 03:23:33,LIC-002,Licença VPN NordVPN,Licenças,0,2,71.26,96.88,OFF20,0.2
PED-1372,1,2025-08-02 12:41:43,SW-002,Microsoft Office 365,Software,0,3,194.02,516.12,PROMO10,0.1
PED-1373,115,2025-08-03 08:55:02,AC-005,Hub USB-C 7 Portas,Acessórios,225,2,69.07,134.37,,0.0
PED-1374,119,2025-08-03 09:22:48,AC-004,Webcam Full HD,Acessórios,290,1,90.51,215.79,,0.0
PED-1375,63,2025-08-04 11:37:17,HW-004,SSD NVMe 1TB,Hardware,2046,2,392.45,666.51,OFF20,0.2
PED-1376,197,2025-08-04 21:05:59,LIC-002,Licença VPN NordVPN,Licenças,0,3,52.58,141.9,PROMO10,0.1
PED-1377,92,2025-08-05 05:53:58,LIC-002,Licença VPN NordVPN,Licenças,0,1,37.32,124.15,,0.0
PED-1378,192,2025-08-05 16:21:27,LIC-004,Licença Backup Acronis,Licenças,0,1,263.44,372.44,,0.0
PED-1379,103,2025-08-06 03:21:28,HW-003,Placa de Vídeo RTX 4060,Hardware,2665,2,2016.49,2445.39,,0.0
PED-1380,66,2025-08-07 14:39:16,SW-001,Windows 11 Pro,Software,0,2,220.01,749.15,PROMO10,0.1
PED-1381,178,2025-08-07 19:48:46,AC-002,Teclado Mecânico RGB,Acessórios,664,3,149.74,280.8,,0.0
PED-1382,100,2025-08-07 20:06:35,AC-002,Teclado Mecânico RGB,Acessórios,727,2,162.64,314.11,,0.0
PED-1383,6,2025-08-08 05:01:01,AC-003,Headset Gamer 7.1,Acessórios,410,1,96.89,230.07,PROMO10,0.1
PED-1384,77,2025-08-08 06:55:28,HW-008,Gabinete Gamer RGB,Hardware,4167,3,486.34,827.85,,0.0
PED-1385,5,2025-08-08 13:49:54,SW-001,Windows 11 Pro,Software,0,1,377.34,601.86,,0.0
PED-1386,2,2025-08-08 16:49:38,HW-004,SSD NVMe 1TB,Hardware,2077,2,233.86,576.47,,0.0
PED-1387,119,2025-08-08 21:59:43,HW-005,Processador Ryzen 7,Hardware,2089,3,847.73,2373.19,,0.0
PED-1388,143,2025-08-09 06:08:51,HW-008,Gabinete Gamer RGB,Hardware,4164,1,342.87,654.62,,0.0
PED-1389,154,2025-08-09 08:03:22,AC-004,Webcam Full HD,Acessórios,265,1,97.03,147.61,OFF20,0.2
PED-1390,33,2025-08-09 16:41:28,AC-001,Mouse Wireless Ergonômico,Acessórios,284,1,39.14,81.43,OFF20,0.2
PED-1391,167,2025-08-09 17:53:46,SW-002,Microsoft Office 365,Software,0,1,190.71,469.68,,0.0
PED-1392,110,2025-08-10 06:53:07,HW-005,Processador Ryzen 7,Hardware,2066,2,807.31,1814.25,,0.0
PED-1393,169,2025-08-10 12:02:04,AC-005,Hub USB-C 7 Portas,Acessórios,240,3,44.57,51.5,PROMO10,0.1
PED-1394,168,2025-08-10 16:32:42,HW-005,Processador Ryzen 7,Hardware,2083,1,1145.94,2412.82,,0.0
PED-1395,14,2025-08-10 17:18:55,HW-005,Processador Ryzen 7,Hardware,2076,2,1448.88,1785.87,OFF20,0.2
PED-1396,49,2025-08-10 22:56:17,HW-003,Placa de Vídeo RTX 4060,Hardware,2587,1,1738.38,2761.18,,0.0
PED-1397,13,2025-08-11 00:10:08,HW-008,Gabinete Gamer RGB,Hardware,4535,3,418.02,867.42,,0.0
